Reference,Author Year,Polymer,Alternate Polymer Names,End Groups,Solvents,Solvent Ratio (wt%),Solvent Ratio (vol%),Stationary Phase,Manufacturer,Base Material,Base Material Modification,Phase,Particle diameter (μm),Pore size (Å),Temperature (Celsius),Flow Rate (mL/min),Injected Polymer Concentration (g/L),Detector,Reference (Raw),Paper DOI,Corresponding Author Name,Corresponding Email Address,Physical Address,Publication Year (Raw),Critical Condition Basis,Critical Condition Confidence,Model Confidences,Qwen Confidence,Mistral Confidence,Analyte Polymer (Raw),Analyte Polymer (Standardized),Critical Component (Raw),Critical Component (Standardized),Architecture (Raw),Architecture (Standardized),Polymer (Raw),Alternate Polymer Names (Parsed from Raw),Polymer Parsing,End Groups (Raw),End Groups (Parsed),Solvents (Raw),Solvents (Standardized),Solvent Qualifiers (Standardized),Solvent Count (Standardized),Solvent Ratio (Raw),Solvent Ratio Units (Raw),Solvent Ratio Components (Standardized),Solvent Ratio Units (Standardized),Solvent Ratio Minimum (Standardized),Solvent Ratio Maximum (Standardized),Stationary Phase (Raw),Manufacturer (Raw),Base Material Source (Raw),Base Material Modification (Raw),Column Name (Raw),Column Mode (Raw),Column Mode (Standardized),Column Dimensions (Raw),Pore Size (Raw),Pore Size (Standardized),Temperature (Raw),Temperature (Standardized),Flow Rate (Raw),Flow Rate (Standardized),Injected Polymer Concentration (Raw),Detector (Raw),Aqueous Parameters (Raw),Aqueous Parameters (Standardized),Evidence Text,Notes
polymerPaper1,2011,Polyisoprene,,,"Methyl Ethyl Ketone, Cyclohexane",,"92, 8",reversed phase,,,,,,,29,0.5,,NMR,polymerPaper1.pdf,10.1021/ma102750s,Wolf Hiller,wolf.hiller@tu-dortmund.de,"Faculty of Chemistry, TU Dortmund, Otto-Hahn-Str. 6, 44227 Dortmund, Germany",2011,LCCC,explicit,{},,,polyisoprene,Polyisoprene,"1,4-PI","1,4-PI",copolymer,copolymer,polyisoprene,"1,4-PI",,,,"[""butanone"", ""cyclohexane""]","[""Methyl Ethyl Ketone"", ""Cyclohexane""]","[null, null]",2,92:08:00,vol %,"[92.0, 8.0]",v/v,,,reversed phase,,reversed phase,,Nucleosil C18,,,250 x 4.6 mm,,,29,29,0.5 mL/min,0.5,,NMR,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","Figure 1 shows the elution behavior of the 1,4-PI samples as a function of eluent composition. It can be seen that indeed near-critical conditions can be achieved by using butanone/cyclohexane mixtures as the mobile phase. If the composition of the two solvents is 92/8 vol %, these conditions are obtained for a temperature of 29 C. In this case all 1,4-PI samples elute at the same retention volume irrespective of their molar masses.","Critical conditions established for 1,4-PI with mobile phase ratio 92:8 vol % butanone:cyclohexane at 29°C."
polymerPaper1,2011,Polyisoprene,,,"Methyl Ethyl Ketone, Cyclohexane",,"92, 8",reversed phase C18,,Silica,,Reverse,,100-5,29,0.5,,1H NMR,polymerPaper1.pdf,10.1021/ma102750s,Wolf Hiller,wolf.hiller@tu-dortmund.de,"Faculty of Chemistry, TU Dortmund, Otto-Hahn-Str. 6, 44227 Dortmund, Germany",2011,"elution independent of molar mass for 1,4-PI samples",explicit,{},,,"polyisoprene (1,4-PI)",Polyisoprene,"1,4-isoprene units","1,4-isoprene units","copolymers containing predominantly 1,4- and 3,4-isoprene units","copolymers containing predominantly 1,4- and 3,4-isoprene units","polyisoprene (1,4-PI)","1,4-PI",,,,"[""butanone"", ""cyclohexane""]","[""Methyl Ethyl Ketone"", ""Cyclohexane""]","[null, null]",2,92/8,vol %,"[92.0, 8.0]",v/v,,,reversed phase C18,,reversed phase C18,,Nucleosil C18,,,250 x 4.6 mm i.d.,"100-5, 300-5, and 1000-7",100-5,29,29,0.5 mL min-1,0.5,,1H NMR,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","If the composition of the two solvents is 92/8 vol %, these conditions are obtained for a temperature of 29 C. In this case all 1,4-PI samples elute at the same retention volume irrespective of their molar masses.","Samples contain small amounts of 3,4-isoprene units (approx 6 mol%)."
polymerPaper2,2005,EO–PO block copolymers,EO,,"Water, Acetone","86.666667, 13.333333",,silica-based Diol phase,,Silica,,,,100,25,0.5,,RI,polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",2005,LCCC,explicit,{},,,EO–PO block copolymers,EO–PO block copolymers,EO,EO,block copolymer,block copolymer,EO–PO block copolymers,EO,block,,,"[""water"", ""acetone""]","[""Water"", ""Acetone""]","[null, null]",2,78:12:00,w/w,"[86.666667, 13.333333]",w/w,,,silica-based Diol phase,,silica-based Diol phase,,Diol column,,,250 x 4.6 mm,100 A˚,100,25,25,0.5 ml/min,0.5,,RI,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","Under these conditions, the other (non-critical) block elutes in exclusion mode, which allows an independent determination of the molar mass distribution of the individual blocks.",
polymerPaper2,2005,EO–PO block copolymers,PO,,"Water, Acetone","92, 8",,poly(divinyl benzene),,,,,,500,25,0.5,,RI,polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",2005,LCCC,explicit,{},,,EO–PO block copolymers,EO–PO block copolymers,PO,PO,block copolymer,block copolymer,EO–PO block copolymers,PO,block,,,"[""water"", ""acetone""]","[""Water"", ""Acetone""]","[null, null]",2,92:08:00,w/w,"[92.0, 8.0]",w/w,,,poly(divinyl benzene),,poly(divinyl benzene),,poly(divinyl benzene) column,,,250 x 4.6 mm,500 A˚,500,25,25,0.5 ml/min,0.5,,RI,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","Under these conditions, the other (non-critical) block elutes in exclusion mode, which allows an independent determination of the molar mass distribution of the individual blocks.",
polymerPaper2,2005,EO–PO block copolymers,PO,,"Acetone, Water","45, 55",,silica-based poly(ethylene glycol) phase,,Silica,,,,120,25,0.5,,RI,polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",2005,LCCC,explicit,{},,,EO–PO block copolymers,EO–PO block copolymers,PO,PO,block copolymer,block copolymer,EO–PO block copolymers,PO,block,,,"[""acetone"", ""water""]","[""Acetone"", ""Water""]","[null, null]",2,45:55:00,w/w,"[45.0, 55.0]",w/w,,,silica-based poly(ethylene glycol) phase,,silica-based poly(ethylene glycol) phase,,Discovery HS-PEG column,,,250 x 4.6 mm,120 A˚,120,25,25,0.5 ml/min,0.5,,RI,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","Under these conditions, the other (non-critical) block elutes in exclusion mode, which allows an independent determination of the molar mass distribution of the individual blocks.",
polymerPaper2,2005,Poly(propylene glycol),PPG,,"Acetone, Water","92, 8",,100% poly(divinylbenzene),,,,,,500,25,0.5,,RI (Refractive Index) or ELSD,polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",2005,Critical adsorption point (CAP) for PO block,explicit,{},,,"Poloxamers (EO-PO-EO and PO-EO-PO triblock copolymers), PPG",Poly(propylene glycol),Propylene oxide (PO) block,Propylene oxide (PO) block,Triblock copolymer (EO-PO-EO or PO-EO-PO),triblock,"Poloxamers (EO-PO-EO and PO-EO-PO triblock copolymers), PPG",PO,triblock,,,"[""Acetone"", ""Water""]","[""Acetone"", ""Water""]","[null, null]",2,92:08:00,w/w,"[92.0, 8.0]",w/w,,,100% poly(divinylbenzene),,100% poly(divinylbenzene),,Jordi Gel DVB 500 RP,,,250 x 4.6 mm,500 A,500,25,25,0.5 ml/min,0.5,,RI (Refractive Index) or ELSD,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",Block copolymers of ethylene oxide (EO) and propylene oxide (PO) are characterized by liquid chromatography under critical conditions (LCCC) ... for PO on a poly(divinyl benzene) column in acetone water 92:8 (w/w).,"Under these conditions, the EO block elutes in exclusion mode (SEC)."
polymerPaper2,2005,Poly(propylene glycol),PPG,,"Acetone, Water","45, 55",,Silica-based poly(ethylene glycol) phase,,Silica,,,,120,25,0.5,,RI (Refractive Index) or ELSD,polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",2005,Critical adsorption point (CAP) for PO block,explicit,{},,,"Poloxamers (EO-PO-EO and PO-EO-PO triblock copolymers), PPG",Poly(propylene glycol),Propylene oxide (PO) block,Propylene oxide (PO) block,Triblock copolymer (EO-PO-EO or PO-EO-PO),triblock,"Poloxamers (EO-PO-EO and PO-EO-PO triblock copolymers), PPG",PO,triblock,,,"[""Acetone"", ""Water""]","[""Acetone"", ""Water""]","[null, null]",2,45:55:00,w/w,"[45.0, 55.0]",w/w,,,Silica-based poly(ethylene glycol) phase,,Silica-based poly(ethylene glycol) phase,,Discovery HS-PEG,,,250 x 4.6 mm,120 A,120,25,25,0.5 ml/min,0.5,,RI (Refractive Index) or ELSD,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",Block copolymers of ethylene oxide (EO) and propylene oxide (PO) are characterized by liquid chromatography under critical conditions (LCCC) ... for PO on ... a silica based poly(ethylene glycol) phase in 45:55 (w/w).,"Under these conditions, the EO block elutes in exclusion mode (SEC). Suitable for samples with shorter PO blocks."
polymerPaper2,2005,Poly(ethylene glycol),PEG,,"Acetone, Water","86.666667, 13.333333",,Silica-based Diol phase,,Silica,,,,100,25,0.5,,RI (Refractive Index),polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",2005,Critical adsorption point (CAP) for EO block,explicit,{},,,"Poloxamers (EO-PO-EO and PO-EO-PO triblock copolymers), PEG",Poly(ethylene glycol),Ethylene oxide (EO) block,Ethylene oxide (EO) block,Triblock copolymer (EO-PO-EO or PO-EO-PO),triblock,"Poloxamers (EO-PO-EO and PO-EO-PO triblock copolymers), PEG",EO,triblock,,,"[""Acetone"", ""Water""]","[""Acetone"", ""Water""]","[null, null]",2,78:12:00,w/w,"[86.666667, 13.333333]",w/w,,,Silica-based Diol phase,,Silica-based Diol phase,,Nucleosil 100-5 OH,,,250 x 4.6 mm,100 A,100,25,25,0.5 ml/min,0.5,,RI (Refractive Index),"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",Block copolymers of ethylene oxide (EO) and propylene oxide (PO) are characterized by liquid chromatography under critical conditions (LCCC) for EO on a Diol column in acetone water 78:12 (w/w).,"Under these conditions, the PO block elutes in exclusion mode (SEC)."
polymerPaper2,2005,EO–PO block copolymers,PO,,"Acetone, Water","45, 55",,silica-based PEG phase,,Silica,,,,120,25,0.5,,RI,polymerPaper2.pdf,10.1016/j.polymer.2005.07.048,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",2005,LCCC,explicit,{},,,EO–PO block copolymers,EO–PO block copolymers,PO,PO,EO–PO diblock,block copolymer,EO–PO block copolymers,PO,block,,,"[""acetone"", ""water""]","[""Acetone"", ""Water""]","[null, null]",2,45:55:00,w/w,"[45.0, 55.0]",w/w,,,silica-based PEG phase,,silica-based PEG phase,,silica based poly(ethylene glycol) phase,,,250!4.6 mm,120 A[˚],120,25,25,0.5 ml/min,0.5,,RI,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",Characterization of amphiphilic polymers: Independent analysis of blocks in poloxamers by liquid chromatography under critical conditions,
polymerPaper3,2001,Poly(ethylene glycol),,,"Water, Acetonitrile",,"60, 40",reversed-phase,,,,,,100,68,,,"refractive index, UV-visible absorption",polymerPaper3.pdf,10.1021/ac001219z,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang, 790-784, Korea",2001,critical condition of PEO block,explicit,{},,,"PEO-b-PLLA, PLLA-b-PEO-b-PLLA","PEO-b-PLLA, PLLA-b-PEO-b-PLLA",PEO block,PEO block,block copolymer,block copolymer,"PEO-b-PLLA, PLLA-b-PEO-b-PLLA",PLLA-b-PEO-b-PLLA,block,,,"[""water"", ""acetonitrile""]","[""Water"", ""Acetonitrile""]","[null, null]",2,60/40,v/v,"[60.0, 40.0]",v/v,,,reversed-phase,,reversed-phase,,LUNA C18,,,250 × 4.6 mm,100-Å,100,68,68,,,,"refractive index, UV-visible absorption","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",The critical condition for the analysis of diblock copolymer was a 68 °C column temperature and an ACN/water mixture at the ratio of 60/40 (v/ v).,Used for both diblock and triblock copolymers.
90,1995,Polystyrene,,,"Tetrachloromethane, Chloroform",,"94.65, 5.35",silica,,Silica,,,,,30,0.5,,UV (270 nm),[90] Dudorina1995.pdf,,null,,"117977 Moscow, st. Kosygina, 4",1995,critical adsorption point,explicit,"{""qwen"": ""explicit"", ""mistral"": ""explicit""}",explicit,explicit,polystyrene,Polystyrene,polystyrene,Polystyrene,linear,linear,polystyrene,,linear,,,"[""CCl4"", ""CHCl3""]","[""Tetrachloromethane"", ""Chloroform""]","[null, null]",2,94.65:5.35,vol. %,"[94.65, 5.35]",v/v,,,silica,,silica,,Lichrosphere Si-300,,,,,,30,30,0.5 ml/min,0.5,,UV (270 nm),"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",The critical composition of the binary eluent CC14: CHCI3 = 94.65: 5.35 vol. % for PS,Used in isocratic separation where PS is in critical mode and PPO is in exclusion mode.
90,1995,Polyphenylene Oxide,,,"Tetrachloromethane, Chloroform",,"29, 71",silica,,Silica,,,,,30,0.5,,UV (270 nm),[90] Dudorina1995.pdf,,S. G. Entelis,,"117977 Moscow, st. Kosygina, 4",1995,critical adsorption point,explicit,"{""qwen"": ""explicit"", ""mistral"": ""explicit""}",explicit,explicit,polyphenylene oxide,polyphenylene oxide,polyphenylene oxide,polyphenylene oxide,linear,linear,polyphenylene oxide,,linear,,,"[""CCl4"", ""CHCl3""]","[""Tetrachloromethane"", ""Chloroform""]","[null, null]",2,29:71,vol. %,"[29.0, 71.0]",v/v,,,silica,,silica,,Lichrosphere Si-300,,,,,,30,30,0.5 ml/min,0.5,,UV (270 nm),"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",The critical composition of the binary eluent CC14: CHCI3 = 29: 71 vol. % for polyphenylene oxide.,Used in isocratic separation where PPO is in critical mode and PS is in exclusion mode.
Ziebarth_2016,2016,Polystyrene,PS,,"Dichloromethane, Acetonitrile",,"58, 42",C18,,Silica,,Reverse,,100,19,2,,light scattering detector,Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,Yongmei Wang and Taihyun Chang,"ywang@memphis.edu, tc@postech.ac.kr","Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States; Division of Advanced Materials Science and Department of Chemistry, Pohang University of Science and Technology (POSTECH), Pohang 37673, Korea",2016,coelution point of ring or linear polymers with different molecular weights,explicit,{},,,polystyrenes (PS),Polystyrene,linear and ring polystyrenes,linear and ring polystyrenes,linear and ring,linear,polystyrenes (PS),PS,linear,,,"[""CH2Cl2"", ""CH3CN""]","[""Dichloromethane"", ""Acetonitrile""]","[null, null]",2,58/42,v/v,"[58.0, 42.0]",v/v,,,C18,,C18,,C18 bonded silica,,,250 × 9.8 mm,100 Å,100,19 °C,19,2 mL/min,2,,light scattering detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","LCCC Fractionation of Ring PS. For fractionation of ring PS, two C18 bonded silica columns (Nucleosil C18, 250 × 9.8 mm, 100 Å pore, 5 μm and Nucleosil C18, 250 × 9.8 mm, 300 Å pore, 5 μm) and a mixed eluent of CH2Cl2/CH3CN (58/42, v/v, Samchun, HPLC grade) at a flow rate of 2 mL/min were used. The temperature of the columns was set at 19 °C at which different molar mass linear PS precursors coelute.",
Ziebarth_2016,2016,Ls-PS (linear polystyrene with saturated DPE end-groups),,,"Acetonitrile, Dichloromethane",,"58, 42",C18 bonded silica,,Silica,,Reverse,,100,14.8,0.5,,light scattering detector and UV absorption detector,Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,"Yongmei Wang, Taihyun Chang","ywang@memphis.edu, tc@postech.ac.kr","Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States; Division of Advanced Materials Science and Department of Chemistry, Pohang University of Science and Technology (POSTECH), Pohang 37673, Korea",2016,coelution of different molecular weights,explicit,{},,,Ls-PS (linear polystyrene with saturated DPE end-groups),Ls-PS (linear polystyrene with saturated DPE end-groups),linear,linear,linear,linear,Ls-PS (linear polystyrene with saturated DPE end-groups),,linear,,,"[""CH3CN"", ""CH2Cl2""]","[""Acetonitrile"", ""Dichloromethane""]","[null, null]",2,58/42,v/v,"[58.0, 42.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,Nucleosil C18,,,250 x 4.6 mm,100 Å,100,14.8,14.8,0.5 mL/min,0.5,,light scattering detector and UV absorption detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","Analytical LCCC analysis used a column (Nucleosil C18, 250 x 4.6 mm, 100 Å, 5 μm) smaller than the preparative fractionation. The eluent was CH2Cl2/CH3CN (58/42, v/v) at a flow rate of 0.5 mL/min. The column temperature was varied to achieve CAP condition for the polymers of interest. TCAP and tE,CAP of Ls-PS... are measured as 14.8 °C/7.4 min",Ls-PS refers to linear PS with saturated end-groups recovered from ring purification.
Ziebarth_2016,2016,Polystyrene,,,"Acetonitrile, Dichloromethane",,"58, 42",C18 bonded silica,,Silica,,Reverse,,,19,2,,light scattering detector,Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,Yongmei Wang,ywang@memphis.edu,"Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States",2016,coelution of different molecular weights,explicit,{},,,polystyrene,Polystyrene,ring,ring,ring,cyclic,polystyrene,,cyclic,,,"[""CH3CN"", ""CH2Cl2""]","[""Acetonitrile"", ""Dichloromethane""]","[null, null]",2,58/42,v/v,"[58.0, 42.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,Nucleosil C18,,,250 × 9.8 mm,,,19,19,2 mL/min,2,,light scattering detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","For fractionation of ring PS, two C18 bonded silica columns (Nucleosil C18, 250 × 9.8 mm, 100 Å pore, 5 μm and Nucleosil C18, 250 × 9.8 mm, 300 Å pore, 5 μm) and a mixed eluent of CH2Cl2/CH3CN (58/42, v/v, Samchun, HPLC grade) at a flow rate of 2 mL/min were used. The temperature of the columns was set at 19 °C at which different molar mass linear PS precursors coelute.",
